pop,hispanic_or_latino,white,black,native_american,asian,nhpi,other,two_or_more,sex_ratio,bachelors,income,foreign_born,age,county,state,margin
"11,872.000",0.026,0.853,0.089,0.004,0.004,0.001,0.001,0.023,1.577,0.126,"58,433",0.006,41,DeKalb, Missouri,-0.60
"15,518.000",0.018,0.933,0.005,0.007,0.006,0.000,0.000,0.031,0.984,0.138,"42,714",0.019,45.60,Dent, Missouri,-0.69
"13,335.000",0.021,0.948,0.004,0.019,0.001,0.000,0.000,0.006,1.012,0.106,"43,714",0.015,47.80,Douglas, Missouri,-0.70
"29,657.000",0.068,0.792,0.102,0.001,0.005,0.000,0.002,0.030,0.901,0.164,"38,020",0.029,39.40,Dunklin, Missouri,-0.57
"103,629.000",0.018,0.945,0.007,0.002,0.005,0.000,0.001,0.021,0.992,0.226,"60,129",0.015,40.60,Franklin, Missouri,-0.44
"14,673.000",0.006,0.957,0.005,0.004,0.009,0.000,0.002,0.018,0.996,0.308,"56,380",0.014,47.50,Gasconade, Missouri,-0.58
"6,576.000",0.018,0.958,0.005,0.003,0.006,0.000,0.000,0.010,0.938,0.250,"46,774",0.011,40.30,Gentry, Missouri,-0.61
"291,574.000",0.038,0.868,0.030,0.004,0.020,0.000,0.002,0.037,0.949,0.342,"47,053",0.031,36.30,Greene, Missouri,-0.20
"9,885.000",0.025,0.938,0.002,0.005,0.011,0.000,0.001,0.018,0.972,0.175,"46,885",0.023,40.50,Grundy, Missouri,-0.63
"8,427.000",0.025,0.947,0.008,0.004,0.003,0.000,0.001,0.012,0.984,0.268,"40,615",0.013,42.80,Harrison, Missouri,-0.68
"21,854.000",0.025,0.934,0.012,0.002,0.005,0.000,0.000,0.021,0.969,0.175,"47,500",0.017,44.30,Henry, Missouri,-0.50
"9,452.000",0.018,0.946,0.000,0.015,0.005,0.000,0.000,0.015,0.946,0.102,"33,342",0.009,55,Hickory, Missouri,-0.57
"4,374.000",0.010,0.957,0.010,0.010,0.009,0.000,0.000,0.003,0.965,0.160,"46,442",0.010,48.70,Holt, Missouri,-0.70
"10,022.000",0.017,0.884,0.056,0.006,0.004,0.000,0.000,0.033,1.028,0.249,"55,000",0.006,38.80,Howard, Missouri,-0.42
"40,130.000",0.022,0.941,0.003,0.011,0.007,0.000,0.002,0.015,0.946,0.167,"39,482",0.012,40.80,Howell, Missouri,-0.64
"10,150.000",0.018,0.944,0.005,0.004,0.005,0.000,0.000,0.025,0.976,0.105,"40,082",0.013,45.90,Iron, Missouri,-0.58
"700,733.000",0.092,0.618,0.230,0.002,0.018,0.003,0.005,0.032,0.934,0.394,"56,960",0.059,36.80,Jackson, Missouri,-0.04
"120,528.000",0.082,0.837,0.019,0.011,0.012,0.003,0.001,0.035,0.949,0.249,"49,155",0.046,36.20,Jasper, Missouri,-0.46
"224,777.000",0.020,0.927,0.009,0.002,0.008,0.000,0.001,0.034,0.988,0.254,"67,606",0.019,39.60,Jefferson, Missouri,-0.34
"53,948.000",0.047,0.853,0.039,0.002,0.020,0.003,0.002,0.035,1.053,0.328,"56,440",0.030,30.30,Johnson, Missouri,-0.37
"3,948.000",0.010,0.961,0.005,0.000,0.007,0.001,0.000,0.015,1.012,0.331,"37,588",0.007,44.20,Knox, Missouri,-0.62
"35,680.000",0.026,0.923,0.006,0.004,0.004,0.000,0.003,0.035,0.961,0.149,"46,582",0.009,39.20,Laclede, Missouri,-0.65
"32,697.000",0.031,0.917,0.023,0.002,0.007,0.002,0.003,0.015,1.024,0.177,"62,076",0.016,42.40,Lafayette, Missouri,-0.46
"38,241.000",0.076,0.888,0.003,0.007,0.001,0.001,0.001,0.023,0.980,0.163,"44,060",0.026,38.70,Lawrence, Missouri,-0.63
"9,898.000",0.009,0.925,0.039,0.007,0.000,0.004,0.000,0.016,1.053,0.249,"45,118",0.008,40.90,Lewis, Missouri,-0.56
"57,590.000",0.025,0.929,0.021,0.002,0.002,0.000,0.000,0.020,1.004,0.234,"70,424",0.010,37.40,Lincoln, Missouri,-0.53
"12,004.000",0.025,0.948,0.006,0.002,0.004,0.001,0.000,0.014,0.938,0.183,"51,150",0.007,42,Linn, Missouri,-0.54
"14,969.000",0.019,0.922,0.027,0.004,0.006,0.000,0.000,0.021,0.805,0.218,"50,818",0.008,40,Livingston, Missouri,-0.57
"22,882.000",0.115,0.724,0.019,0.027,0.015,0.026,0.006,0.068,1.033,0.135,"42,876",0.081,38.20,McDonald, Missouri,-0.67
"15,154.000",0.015,0.932,0.018,0.006,0.007,0.000,0.001,0.020,0.984,0.307,"44,696",0.010,43.10,Macon, Missouri,-0.56
"12,176.000",0.024,0.947,0.006,0.002,0.004,0.000,0.000,0.017,0.980,0.170,"47,984",0.012,41.90,Madison, Missouri,-0.63
"8,791.000",0.033,0.953,0.003,0.003,0.003,0.000,0.000,0.004,1.000,0.197,"48,276",0.018,45.30,Maries, Missouri,-0.65
"28,572.000",0.018,0.899,0.044,0.002,0.005,0.001,0.002,0.029,0.942,0.275,"54,277",0.009,38.90,Marion, Missouri,-0.50
"3,623.000",0.026,0.939,0.004,0.000,0.005,0.000,0.000,0.026,0.980,0.218,"50,030",0.024,42.70,Mercer, Missouri,-0.74
"25,369.000",0.020,0.948,0.005,0.003,0.009,0.001,0.000,0.015,0.988,0.213,"47,964",0.014,40.50,Miller, Missouri,-0.66
"13,328.000",0.023,0.705,0.251,0.005,0.000,0.000,0.000,0.016,1.198,0.105,"34,354",0.013,41,Mississippi, Missouri,-0.50
"15,907.000",0.050,0.893,0.036,0.007,0.002,0.000,0.000,0.012,1.105,0.177,"57,012",0.013,37.70,Moniteau, Missouri,-0.62
"8,630.000",0.017,0.925,0.032,0.007,0.005,0.001,0.002,0.011,1.028,0.234,"43,422",0.006,46.60,Monroe, Missouri,-0.57
"11,414.000",0.021,0.934,0.016,0.000,0.001,0.000,0.000,0.028,0.976,0.182,"52,123",0.013,43.90,Montgomery, Missouri,-0.56
"20,438.000",0.023,0.940,0.010,0.004,0.006,0.000,0.000,0.017,0.988,0.062,"41,477",0.008,46,Morgan, Missouri,-0.58
"17,275.000",0.019,0.792,0.157,0.002,0.000,0.000,0.000,0.030,0.908,0.142,"40,129",0.005,41.70,New Madrid, Missouri,-0.51
"58,288.000",0.055,0.838,0.010,0.019,0.014,0.011,0.001,0.054,0.988,0.190,"52,067",0.031,39.70,Newton, Missouri,-0.57
"22,199.000",0.018,0.921,0.026,0.002,0.015,0.001,0.003,0.015,1.004,0.328,"46,303",0.019,30,Nodaway, Missouri,-0.41
"10,561.000",0.019,0.940,0.001,0.012,0.004,0.000,0.000,0.024,0.969,0.236,"32,766",0.006,46.50,Oregon, Missouri,-0.64
"13,613.000",0.009,0.974,0.002,0.006,0.000,0.000,0.001,0.008,1.070,0.289,"62,087",0.001,41.30,Osage, Missouri,-0.71
"9,138.000",0.018,0.953,0.001,0.008,0.007,0.000,0.000,0.014,0.972,0.084,"33,046",0.013,51.80,Ozark, Missouri,-0.68
"16,330.000",0.027,0.682,0.267,0.001,0.000,0.000,0.000,0.023,0.876,0.076,"34,709",0.010,38.10,Pemiscot, Missouri,-0.45
"19,227.000",0.022,0.950,0.004,0.003,0.009,0.000,0.000,0.011,0.961,0.262,"56,861",0.016,41.20,Perry, Missouri,-0.63
"42,421.000",0.089,0.844,0.030,0.001,0.007,0.001,0.001,0.028,0.984,0.180,"49,315",0.075,37.80,Pettis, Missouri,-0.47
"44,587.000",0.026,0.878,0.018,0.006,0.037,0.000,0.002,0.034,1.110,0.372,"44,987",0.049,35.80,Phelps, Missouri,-0.40
"18,158.000",0.023,0.886,0.068,0.002,0.005,0.001,0.000,0.016,1.183,0.204,"44,920",0.006,38.60,Pike, Missouri,-0.54
"102,848.000",0.063,0.802,0.065,0.001,0.028,0.004,0.002,0.034,0.972,0.433,"82,448",0.054,38.30,Platte, Missouri,-0.03
"32,031.000",0.025,0.932,0.009,0.012,0.003,0.001,0.000,0.016,0.965,0.194,"47,614",0.011,38.10,Polk, Missouri,-0.60
"52,359.000",0.113,0.693,0.108,0.009,0.027,0.005,0.000,0.045,1.315,0.324,"58,426",0.060,27.80,Pulaski, Missouri,-0.46
"4,746.000",0.014,0.957,0.003,0.000,0.001,0.000,0.000,0.025,0.996,0.151,"48,833",0.003,46.40,Putnam, Missouri,-0.69
"10,258.000",0.010,0.942,0.017,0.005,0.006,0.000,0.001,0.019,0.992,0.278,"54,194",0.008,45.20,Ralls, Missouri,-0.56
"24,769.000",0.022,0.881,0.059,0.006,0.006,0.000,0.004,0.023,1.083,0.145,"50,440",0.012,39.20,Randolph, Missouri,-0.51
"22,900.000",0.026,0.931,0.011,0.003,0.002,0.000,0.003,0.024,0.976,0.187,"65,303",0.006,42.40,Ray, Missouri,-0.45
"6,274.000",0.008,0.934,0.013,0.001,0.004,0.002,0.001,0.038,1.096,0.314,"39,552",0.005,46.30,Reynolds, Missouri,-0.67
"13,484.000",0.015,0.951,0.007,0.005,0.006,0.002,0.001,0.014,0.972,0.099,"36,066",0.010,42.10,Ripley, Missouri,-0.70
"398,472.000",0.034,0.866,0.045,0.001,0.026,0.000,0.002,0.027,0.969,0.492,"87,644",0.039,39,St. Charles, Missouri,-0.18
"9,455.000",0.023,0.937,0.006,0.004,0.002,0.000,0.000,0.028,1.004,0.184,"39,000",0.012,49.30,St. Clair, Missouri,-0.59
"17,887.000",0.012,0.955,0.022,0.001,0.004,0.000,0.001,0.004,1.024,0.217,"61,746",0.009,43.70,Ste. Genevieve, Missouri,-0.41
"66,653.000",0.016,0.911,0.041,0.003,0.004,0.000,0.004,0.021,1.146,0.113,"46,307",0.015,39.20,St. Francois, Missouri,-0.48
"996,179.000",0.030,0.648,0.242,0.001,0.044,0.000,0.003,0.031,0.905,0.463,"68,661",0.076,40.40,St. Louis, Missouri,0.24
"22,932.000",0.106,0.795,0.050,0.001,0.007,0.008,0.001,0.030,0.992,0.298,"47,585",0.051,36.70,Saline, Missouri,-0.37
"4,550.000",0.022,0.969,0.003,0.000,0.002,0.000,0.000,0.004,0.946,0.063,"44,420",0.010,39.50,Schuyler, Missouri,-0.62
"4,923.000",0.000,0.972,0.000,0.001,0.000,0.000,0.000,0.026,0.931,0.109,"47,708",0.015,36.30,Scotland, Missouri,-0.59
"38,538.000",0.024,0.829,0.111,0.001,0.004,0.000,0.002,0.028,0.949,0.236,"46,310",0.011,40.10,Scott, Missouri,-0.57
"8,207.000",0.013,0.937,0.001,0.001,0.000,0.000,0.000,0.047,0.976,0.161,"36,229",0.004,45,Shannon, Missouri,-0.63
"5,975.000",0.022,0.948,0.016,0.003,0.001,0.000,0.000,0.009,1.079,0.245,"43,809",0.010,42.80,Shelby, Missouri,-0.63
"29,255.000",0.018,0.949,0.014,0.000,0.000,0.000,0.000,0.020,0.934,0.177,"42,761",0.002,42,Stoddard, Missouri,-0.72
"31,875.000",0.023,0.946,0.002,0.005,0.005,0.000,0.000,0.019,0.965,0.130,"51,476",0.021,54.20,Stone, Missouri,-0.61
"6,163.000",0.183,0.767,0.031,0.004,0.000,0.002,0.003,0.009,0.965,0.126,"44,056",0.094,42.30,Sullivan, Missouri,-0.61
"55,563.000",0.061,0.885,0.018,0.010,0.007,0.000,0.001,0.018,0.908,0.184,"47,860",0.029,43.20,Taney, Missouri,-0.58
"25,518.000",0.022,0.907,0.020,0.010,0.018,0.000,0.001,0.022,1.079,0.159,"35,758",0.018,43.10,Texas, Missouri,-0.69
"20,560.000",0.022,0.937,0.004,0.003,0.007,0.000,0.000,0.026,0.946,0.233,"43,910",0.012,41.70,Vernon, Missouri,-0.57
"35,090.000",0.035,0.908,0.018,0.002,0.005,0.000,0.001,0.030,0.980,0.154,"64,735",0.016,41.20,Warren, Missouri,-0.46
"24,819.000",0.015,0.937,0.021,0.000,0.001,0.001,0.000,0.025,1.075,0.139,"42,849",0.006,40.50,Washington, Missouri,-0.63
"13,058.000",0.019,0.936,0.006,0.001,0.007,0.000,0.003,0.028,0.965,0.075,"38,018",0.008,48.20,Wayne, Missouri,-0.70
"39,127.000",0.021,0.938,0.006,0.004,0.003,0.000,0.002,0.025,1.045,0.179,"55,827",0.012,36.40,Webster, Missouri,-0.60
"2,001.000",0.024,0.960,0.006,0.000,0.000,0.000,0.000,0.009,0.988,0.249,"47,500",0.008,48.20,Worth, Missouri,-0.60
"18,256.000",0.021,0.935,0.001,0.003,0.005,0.001,0.002,0.031,0.949,0.061,"36,711",0.006,41.50,Wright, Missouri,-0.72
"304,709.000",0.041,0.439,0.454,0.002,0.034,0.000,0.004,0.025,0.942,0.525,"45,782",0.069,36,St. Louis city, Missouri,0.66
"9,454.000",0.049,0.901,0.001,0.021,0.002,0.002,0.000,0.024,1.000,0.297,"45,819",0.011,42.60,Beaverhead, Montana,-0.41
"13,302.000",0.059,0.267,0.000,0.645,0.002,0.000,0.000,0.026,0.984,0.050,"48,273",0.005,31.40,Big Horn, Montana,0.06
"6,698.000",0.034,0.442,0.005,0.507,0.001,0.000,0.002,0.010,0.961,0.165,"45,361",0.006,33.50,Blaine, Montana,0.04
"6,080.000",0.029,0.947,0.001,0.008,0.000,0.000,0.000,0.015,1.088,0.275,"57,723",0.014,47.10,Broadwater, Montana,-0.57
"10,689.000",0.025,0.935,0.005,0.008,0.004,0.001,0.008,0.013,1.033,0.286,"61,209",0.011,51.10,Carbon, Montana,-0.29
"1,305.000",0.000,0.962,0.000,0.013,0.000,0.000,0.000,0.025,1.123,0.315,"42,300",0.002,53.30,Carter, Montana,-0.81
"81,576.000",0.047,0.849,0.014,0.039,0.008,0.001,0.000,0.041,1.024,0.290,"52,049",0.019,38,Cascade, Montana,-0.20
"5,731.000",0.008,0.769,0.002,0.181,0.005,0.000,0.000,0.034,0.992,0.196,"45,707",0.014,40.90,Chouteau, Montana,-0.30
"11,563.000",0.035,0.915,0.007,0.009,0.005,0.002,0.000,0.028,0.976,0.289,"54,891",0.019,42.50,Custer, Montana,-0.46
"1,705.000",0.018,0.917,0.000,0.033,0.009,0.000,0.000,0.023,1.146,0.060,"56,026",0.017,51.40,Daniels, Montana,-0.60
"8,824.000",0.030,0.923,0.005,0.013,0.003,0.000,0.000,0.025,1.128,0.216,"51,681",0.015,41.70,Dawson, Montana,-0.58
"9,153.000",0.035,0.892,0.015,0.014,0.006,0.001,0.001,0.036,1.119,0.111,"42,129",0.017,49,Deer Lodge, Montana,0.08
"2,975.000",0.013,0.937,0.000,0.027,0.010,0.000,0.000,0.012,0.965,0.102,"69,792",0.016,35.30,Fallon, Montana,-0.76
"11,167.000",0.013,0.935,0.007,0.016,0.015,0.001,0.000,0.013,1.049,0.313,"47,618",0.023,45,Fergus, Montana,-0.52
"102,001.000",0.030,0.924,0.004,0.013,0.006,0.000,0.002,0.022,0.996,0.315,"57,763",0.027,42.20,Flathead, Montana,-0.30
"111,401.000",0.039,0.911,0.004,0.008,0.013,0.000,0.002,0.024,1.079,0.545,"70,124",0.032,33.40,Gallatin, Montana,0.08
"1,051.000",0.003,0.991,0.006,0.000,0.000,0.000,0.000,0.000,1.000,0.398,"43,750",0.000,40.10,Garfield, Montana,-0.89
"13,706.000",0.032,0.298,0.004,0.636,0.003,0.003,0.006,0.018,0.976,0.221,"37,645",0.016,32.50,Glacier, Montana,0.31
814.000,0.107,0.844,0.000,0.005,0.000,0.000,0.000,0.044,1.016,0.200,"49,028",0.021,55,Golden Valley, Montana,-0.67
"3,325.000",0.023,0.941,0.002,0.010,0.003,0.000,0.000,0.020,1.075,0.467,"50,795",0.009,54.60,Granite, Montana,-0.37
"16,422.000",0.038,0.688,0.003,0.227,0.004,0.000,0.003,0.037,0.996,0.240,"50,912",0.012,34.50,Hill, Montana,-0.14
"12,069.000",0.027,0.924,0.007,0.010,0.001,0.000,0.000,0.031,1.037,0.353,"71,779",0.015,47.50,Jefferson, Montana,-0.33
"1,968.000",0.033,0.934,0.000,0.011,0.000,0.000,0.000,0.022,1.208,0.299,"50,329",0.008,53.90,Judith Basin, Montana,-0.57
"30,383.000",0.044,0.650,0.003,0.224,0.005,0.001,0.001,0.073,0.972,0.279,"52,169",0.022,42.30,Lake, Montana,-0.14
"68,714.000",0.035,0.906,0.003,0.013,0.006,0.000,0.003,0.033,0.980,0.411,"66,062",0.015,41.30,Lewis and Clark, Montana,-0.04
"2,455.000",0.011,0.984,0.000,0.000,0.000,0.000,0.000,0.005,0.783,0.369,"46,750",0.005,40.10,Liberty, Montana,-0.53
"19,845.000",0.032,0.917,0.002,0.009,0.004,0.002,0.000,0.034,0.976,0.185,"39,820",0.035,52.50,Lincoln, Montana,-0.50
"1,826.000",0.038,0.896,0.000,0.035,0.025,0.000,0.000,0.005,1.165,0.070,"57,045",0.017,49.40,McCone, Montana,-0.71
"8,530.000",0.043,0.925,0.000,0.002,0.001,0.000,0.002,0.026,1.024,0.449,"55,892",0.033,53.10,Madison, Montana,-0.40
"1,795.000",0.052,0.918,0.001,0.010,0.004,0.000,0.000,0.015,1.132,0.351,"46,815",0.034,56.30,Meagher, Montana,-0.52
"4,330.000",0.021,0.915,0.010,0.015,0.007,0.000,0.000,0.031,1.114,0.233,"48,672",0.010,52.30,Mineral, Montana,-0.45
"119,062.000",0.034,0.881,0.005,0.019,0.020,0.001,0.003,0.037,0.996,0.442,"56,247",0.030,36,Missoula, Montana,0.24
"4,682.000",0.027,0.915,0.000,0.030,0.007,0.000,0.000,0.022,1.008,0.187,"46,328",0.025,51.50,Musselshell, Montana,-0.70
"16,513.000",0.031,0.931,0.004,0.004,0.004,0.001,0.001,0.025,1.000,0.337,"53,082",0.026,46.50,Park, Montana,-0.06
464.000,0.000,0.968,0.000,0.000,0.032,0.000,0.000,0.000,1.079,0.475,"40,000",0.024,49.60,Petroleum, Montana,-0.74
"4,032.000",0.030,0.830,0.000,0.063,0.006,0.000,0.000,0.071,1.037,0.193,"46,686",0.029,47.50,Phillips, Montana,-0.64
"5,911.000",0.007,0.812,0.001,0.161,0.003,0.000,0.000,0.017,0.980,0.224,"54,235",0.017,41.10,Pondera, Montana,-0.38
"1,634.000",0.047,0.916,0.000,0.032,0.000,0.000,0.000,0.005,0.901,0.088,"57,755",0.015,50.20,Powder River, Montana,-0.72
"6,843.000",0.021,0.888,0.007,0.051,0.004,0.000,0.002,0.028,1.695,0.092,"50,332",0.012,46.10,Powell, Montana,-0.50
"1,162.000",0.015,0.965,0.000,0.001,0.019,0.000,0.000,0.000,1.000,0.263,"42,350",0.049,52.50,Prairie, Montana,-0.64
"43,424.000",0.035,0.917,0.002,0.007,0.006,0.000,0.000,0.034,0.984,0.226,"55,090",0.023,49.30,Ravalli, Montana,-0.36
"11,097.000",0.055,0.881,0.000,0.019,0.000,0.004,0.002,0.038,1.075,0.236,"64,158",0.026,38,Richland, Montana,-0.68
"11,091.000",0.034,0.337,0.002,0.577,0.007,0.000,0.000,0.043,0.965,0.152,"45,458",0.015,30.40,Roosevelt, Montana,-0.02
"9,065.000",0.048,0.524,0.003,0.378,0.007,0.000,0.000,0.041,1.004,0.196,"57,769",0.016,36.50,Rosebud, Montana,-0.34
"11,804.000",0.032,0.900,0.003,0.037,0.004,0.000,0.001,0.024,1.070,0.206,"42,284",0.017,54.50,Sanders, Montana,-0.50
"3,389.000",0.043,0.901,0.000,0.005,0.005,0.000,0.002,0.044,1.053,0.342,"54,135",0.022,43.70,Sheridan, Montana,-0.41
"34,895.000",0.047,0.902,0.003,0.021,0.007,0.000,0.000,0.020,1.045,0.291,"49,359",0.020,40.10,Silver Bow, Montana,0.14
"9,562.000",0.040,0.926,0.001,0.011,0.002,0.000,0.003,0.017,1.012,0.232,"67,448",0.008,47.50,Stillwater, Montana,-0.58
"3,676.000",0.033,0.926,0.000,0.013,0.002,0.000,0.000,0.026,0.984,0.191,"53,790",0.008,46.80,Sweet Grass, Montana,-0.53
"6,127.000",0.005,0.933,0.007,0.011,0.001,0.000,0.000,0.042,0.965,0.370,"56,649",0.010,42.50,Teton, Montana,-0.44
"4,812.000",0.032,0.868,0.005,0.067,0.002,0.000,0.000,0.026,1.232,0.226,"49,725",0.029,44.20,Toole, Montana,-0.53
614.000,0.003,0.987,0.000,0.002,0.008,0.000,0.000,0.000,1.062,0.209,"44,671",0.000,57.80,Treasure, Montana,-0.64
"7,424.000",0.009,0.846,0.004,0.092,0.002,0.000,0.001,0.046,1.024,0.283,"51,087",0.011,44.40,Valley, Montana,-0.49
"2,138.000",0.018,0.945,0.000,0.008,0.008,0.000,0.000,0.022,0.901,0.133,"35,265",0.015,46.90,Wheatland, Montana,-0.56
"1,037.000",0.073,0.910,0.000,0.012,0.005,0.000,0.000,0.000,0.972,0.169,"50,972",0.023,50.50,Wibaux, Montana,-0.73
"160,390.000",0.059,0.858,0.005,0.036,0.007,0.001,0.002,0.033,0.972,0.315,"62,630",0.019,38.70,Yellowstone, Montana,-0.24
"31,541.000",0.108,0.853,0.005,0.002,0.013,0.000,0.000,0.018,0.996,0.287,"56,007",0.058,38,Adams, Nebraska,-0.40
"6,315.000",0.034,0.949,0.010,0.000,0.003,0.000,0.000,0.003,1.008,0.227,"52,569",0.018,44.80,Antelope, Nebraska,-0.74
439.000,0.016,0.952,0.000,0.002,0.000,0.000,0.002,0.027,0.876,0.294,"48,500",0.011,48,Arthur, Nebraska,-0.84
645.000,0.067,0.910,0.000,0.000,0.009,0.000,0.000,0.014,0.984,0.283,"53,864",0.051,50.40,Banner, Nebraska,-0.78
467.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.114,0.478,"55,268",0.000,57.50,Blaine, Nebraska,-0.77
"5,228.000",0.023,0.963,0.001,0.000,0.004,0.000,0.000,0.009,0.980,0.356,"60,094",0.010,44.60,Boone, Nebraska,-0.67
"10,845.000",0.127,0.811,0.037,0.012,0.008,0.000,0.000,0.005,1.024,0.184,"61,904",0.063,39.60,Box Butte, Nebraska,-0.57
"1,882.000",0.030,0.947,0.002,0.007,0.002,0.000,0.000,0.011,0.965,0.457,"53,846",0.029,56.20,Boyd, Nebraska,-0.76
"2,887.000",0.025,0.944,0.000,0.002,0.004,0.000,0.000,0.025,0.927,0.196,"41,979",0.034,48.60,Brown, Nebraska,-0.76
"49,594.000",0.093,0.866,0.008,0.001,0.014,0.000,0.000,0.017,0.996,0.380,"63,513",0.045,33.80,Buffalo, Nebraska,-0.44
"6,503.000",0.032,0.926,0.003,0.023,0.003,0.002,0.000,0.011,0.957,0.256,"51,961",0.010,45.60,Burt, Nebraska,-0.41
"7,997.000",0.039,0.938,0.001,0.003,0.002,0.000,0.000,0.018,0.988,0.331,"59,232",0.021,42.90,Butler, Nebraska,-0.59
"26,022.000",0.035,0.930,0.003,0.004,0.003,0.002,0.005,0.018,1.020,0.254,"73,683",0.014,41.30,Cass, Nebraska,-0.35
"8,483.000",0.020,0.963,0.001,0.008,0.000,0.000,0.000,0.008,1.024,0.329,"64,703",0.004,42.20,Cedar, Nebraska,-0.69
"3,707.000",0.141,0.836,0.001,0.000,0.007,0.000,0.000,0.015,0.919,0.391,"56,135",0.056,44.20,Chase, Nebraska,-0.76
"5,801.000",0.019,0.872,0.002,0.038,0.013,0.005,0.000,0.050,1.012,0.290,"55,431",0.017,42.10,Cherry, Nebraska,-0.76
"9,428.000",0.073,0.888,0.006,0.005,0.008,0.000,0.001,0.019,0.992,0.327,"52,270",0.013,41,Cheyenne, Nebraska,-0.62
"6,193.000",0.090,0.887,0.003,0.002,0.000,0.000,0.000,0.017,1.041,0.291,"63,686",0.038,41.90,Clay, Nebraska,-0.62
"10,681.000",0.455,0.484,0.038,0.009,0.007,0.000,0.000,0.008,1.326,0.267,"64,269",0.357,36,Colfax, Nebraska,-0.43
"8,882.000",0.100,0.881,0.003,0.003,0.002,0.001,0.000,0.010,1.024,0.289,"59,202",0.062,40.90,Cuming, Nebraska,-0.59
"10,788.000",0.033,0.944,0.001,0.002,0.007,0.000,0.000,0.013,1.004,0.272,"53,891",0.021,43.60,Custer, Nebraska,-0.72
"20,124.000",0.390,0.466,0.057,0.022,0.033,0.000,0.006,0.026,0.996,0.195,"61,227",0.238,33,Dakota, Nebraska,-0.17
"8,685.000",0.055,0.851,0.027,0.029,0.006,0.000,0.000,0.031,0.992,0.497,"49,379",0.007,34.30,Dawes, Nebraska,-0.45
"23,638.000",0.335,0.581,0.062,0.002,0.008,0.000,0.000,0.013,1.041,0.239,"56,731",0.202,35.90,Dawson, Nebraska,-0.44
"1,770.000",0.094,0.869,0.002,0.014,0.006,0.000,0.000,0.015,0.901,0.294,"48,958",0.010,50.10,Deuel, Nebraska,-0.71
"5,682.000",0.142,0.837,0.001,0.005,0.004,0.000,0.000,0.012,1.016,0.293,"57,243",0.068,41.40,Dixon, Nebraska,-0.55
"36,565.000",0.135,0.831,0.009,0.003,0.006,0.002,0.001,0.013,0.984,0.279,"58,439",0.069,39.20,Dodge, Nebraska,-0.32
"565,739.000",0.128,0.689,0.107,0.003,0.040,0.000,0.001,0.031,0.972,0.451,"66,600",0.100,34.90,Douglas, Nebraska,0.11
"1,928.000",0.088,0.909,0.002,0.000,0.000,0.000,0.000,0.001,1.062,0.490,"49,211",0.048,42.90,Dundy, Nebraska,-0.78
"5,542.000",0.040,0.935,0.002,0.004,0.009,0.000,0.000,0.011,0.976,0.311,"62,151",0.014,46.60,Fillmore, Nebraska,-0.53
"2,970.000",0.024,0.951,0.004,0.000,0.003,0.003,0.000,0.014,0.984,0.248,"50,231",0.009,50.60,Franklin, Nebraska,-0.67
"2,636.000",0.021,0.948,0.008,0.002,0.001,0.000,0.000,0.020,1.066,0.440,"59,250",0.007,44.50,Frontier, Nebraska,-0.72
"4,712.000",0.045,0.931,0.002,0.001,0.003,0.000,0.000,0.017,0.980,0.140,"53,533",0.022,47.20,Furnas, Nebraska,-0.68
"21,548.000",0.027,0.942,0.006,0.007,0.006,0.000,0.000,0.013,1.012,0.249,"51,812",0.020,43.40,Gage, Nebraska,-0.37
"1,916.000",0.050,0.936,0.000,0.004,0.002,0.000,0.000,0.007,1.012,0.459,"42,076",0.026,49.60,Garden, Nebraska,-0.72
"2,081.000",0.019,0.966,0.001,0.000,0.001,0.000,0.006,0.006,1.137,0.419,"54,659",0.007,45.80,Garfield, Nebraska,-0.74
"2,001.000",0.040,0.945,0.002,0.000,0.004,0.002,0.000,0.007,1.096,0.308,"65,086",0.028,54,Gosper, Nebraska,-0.61
691.000,0.000,0.971,0.007,0.001,0.001,0.000,0.009,0.010,1.242,0.367,"43,625",0.022,37.90,Grant, Nebraska,-0.88
"2,361.000",0.022,0.961,0.003,0.003,0.001,0.000,0.001,0.010,0.996,0.257,"46,830",0.013,45.40,Greeley, Nebraska,-0.63
"61,338.000",0.286,0.656,0.027,0.004,0.011,0.002,0.001,0.012,1.024,0.231,"58,595",0.145,36.10,Hall, Nebraska,-0.35
"9,219.000",0.037,0.945,0.001,0.000,0.005,0.001,0.000,0.011,0.980,0.309,"68,649",0.014,41.70,Hamilton, Nebraska,-0.58
"3,380.000",0.033,0.941,0.008,0.001,0.014,0.000,0.000,0.003,0.996,0.394,"51,534",0.029,46.30,Harlan, Nebraska,-0.69
889.000,0.071,0.927,0.000,0.002,0.000,0.000,0.000,0.000,1.033,0.190,"52,396",0.051,48.30,Hayes, Nebraska,-0.86
"2,788.000",0.015,0.942,0.000,0.002,0.000,0.000,0.000,0.041,1.062,0.126,"46,000",0.003,45.40,Hitchcock, Nebraska,-0.74
"10,123.000",0.051,0.930,0.002,0.006,0.004,0.000,0.000,0.006,1.016,0.408,"60,214",0.023,43.10,Holt, Nebraska,-0.74
741.000,0.072,0.862,0.005,0.005,0.000,0.000,0.000,0.055,1.020,0.179,"48,654",0.004,46.10,Hooker, Nebraska,-0.72
