pop,hispanic_or_latino,white,black,native_american,asian,nhpi,other,two_or_more,sex_ratio,bachelors,income,foreign_born,age,county,state,margin
"6,725.000",0.041,0.927,0.004,0.002,0.008,0.005,0.000,0.014,0.957,0.271,"53,573",0.031,46.20,Pocahontas, Iowa,-0.50
"485,418.000",0.085,0.770,0.068,0.002,0.048,0.001,0.001,0.027,0.972,0.430,"69,747",0.091,35.70,Polk, Iowa,0.15
"93,478.000",0.080,0.871,0.016,0.004,0.008,0.000,0.001,0.021,0.972,0.252,"59,901",0.039,39.60,Pottawattamie, Iowa,-0.17
"18,391.000",0.033,0.915,0.013,0.000,0.023,0.000,0.000,0.015,0.942,0.311,"53,925",0.026,41.20,Poweshiek, Iowa,-0.13
"4,922.000",0.026,0.951,0.001,0.002,0.008,0.000,0.000,0.012,0.953,0.242,"55,970",0.010,44.30,Ringgold, Iowa,-0.47
"9,711.000",0.035,0.945,0.007,0.000,0.004,0.000,0.000,0.009,0.980,0.216,"57,446",0.019,46.20,Sac, Iowa,-0.48
"172,938.000",0.070,0.792,0.073,0.002,0.028,0.000,0.003,0.033,0.961,0.343,"63,876",0.043,38.40,Scott, Iowa,0.03
"11,544.000",0.031,0.942,0.010,0.001,0.003,0.000,0.001,0.012,0.957,0.225,"60,139",0.023,46.50,Shelby, Iowa,-0.41
"34,900.000",0.109,0.867,0.004,0.001,0.006,0.000,0.001,0.012,1.016,0.384,"73,260",0.054,33.60,Sioux, Iowa,-0.67
"97,355.000",0.036,0.832,0.022,0.001,0.080,0.000,0.001,0.028,1.096,0.577,"58,302",0.097,26.80,Story, Iowa,0.17
"16,962.000",0.106,0.799,0.006,0.069,0.003,0.000,0.000,0.016,0.969,0.169,"54,749",0.048,41.70,Tama, Iowa,-0.19
"6,160.000",0.080,0.901,0.000,0.000,0.001,0.000,0.000,0.017,0.996,0.174,"57,768",0.043,43.60,Taylor, Iowa,-0.53
"12,303.000",0.031,0.937,0.002,0.000,0.017,0.001,0.000,0.014,0.946,0.304,"50,375",0.017,40.60,Union, Iowa,-0.32
"7,104.000",0.016,0.960,0.003,0.000,0.005,0.000,0.000,0.015,1.053,0.158,"49,898",0.015,45.60,Van Buren, Iowa,-0.53
"35,102.000",0.110,0.814,0.035,0.001,0.014,0.009,0.000,0.017,0.992,0.211,"46,433",0.079,39.60,Wapello, Iowa,-0.24
"50,867.000",0.030,0.939,0.006,0.000,0.007,0.003,0.000,0.015,0.965,0.358,"80,309",0.016,38.50,Warren, Iowa,-0.17
"22,100.000",0.065,0.905,0.007,0.002,0.004,0.000,0.000,0.017,0.980,0.247,"63,532",0.044,40.50,Washington, Iowa,-0.21
"6,426.000",0.016,0.949,0.002,0.005,0.001,0.000,0.000,0.028,0.953,0.172,"47,543",0.010,41.80,Wayne, Iowa,-0.52
"36,348.000",0.054,0.861,0.043,0.003,0.014,0.000,0.002,0.023,1.079,0.185,"51,909",0.027,39.30,Webster, Iowa,-0.24
"10,474.000",0.050,0.912,0.014,0.003,0.013,0.000,0.000,0.009,0.988,0.373,"51,581",0.022,41.90,Winnebago, Iowa,-0.27
"20,090.000",0.023,0.949,0.009,0.003,0.009,0.000,0.001,0.005,0.984,0.345,"63,162",0.020,41.90,Winneshiek, Iowa,-0.05
"102,687.000",0.171,0.718,0.034,0.015,0.026,0.004,0.001,0.031,0.984,0.223,"60,768",0.088,35.80,Woodbury, Iowa,-0.16
"7,422.000",0.030,0.942,0.008,0.000,0.004,0.000,0.000,0.016,1.037,0.218,"60,442",0.008,43.60,Worth, Iowa,-0.26
"12,644.000",0.125,0.859,0.002,0.000,0.001,0.000,0.007,0.006,0.992,0.195,"51,221",0.039,42.30,Wright, Iowa,-0.34
"12,503.000",0.037,0.899,0.006,0.005,0.010,0.010,0.000,0.032,0.957,0.175,"47,983",0.030,42,Allen, Kansas,-0.45
"7,877.000",0.022,0.941,0.006,0.007,0.000,0.000,0.000,0.023,0.980,0.248,"52,995",0.009,39.70,Anderson, Kansas,-0.57
"16,210.000",0.031,0.880,0.030,0.003,0.004,0.000,0.001,0.050,0.938,0.218,"50,683",0.018,37.10,Atchison, Kansas,-0.34
"4,493.000",0.056,0.902,0.005,0.015,0.006,0.000,0.000,0.015,1.066,0.170,"49,668",0.013,43.10,Barber, Kansas,-0.74
"26,209.000",0.151,0.809,0.010,0.007,0.002,0.002,0.001,0.018,0.942,0.217,"48,863",0.059,39.50,Barton, Kansas,-0.56
"14,539.000",0.028,0.896,0.029,0.001,0.003,0.000,0.002,0.040,0.965,0.168,"46,369",0.011,39.70,Bourbon, Kansas,-0.52
"9,575.000",0.050,0.825,0.007,0.085,0.002,0.000,0.000,0.030,0.942,0.239,"50,649",0.005,41.70,Brown, Kansas,-0.48
"66,890.000",0.050,0.881,0.023,0.007,0.012,0.000,0.000,0.026,1.016,0.361,"66,405",0.028,38.70,Butler, Kansas,-0.41
"2,604.000",0.051,0.901,0.013,0.008,0.000,0.000,0.000,0.026,1.041,0.169,"48,906",0.025,45.20,Chase, Kansas,-0.52
"3,280.000",0.041,0.852,0.012,0.042,0.003,0.000,0.000,0.049,1.123,0.129,"39,500",0.010,47.40,Chautauqua, Kansas,-0.73
"20,017.000",0.028,0.876,0.003,0.019,0.002,0.005,0.000,0.066,0.953,0.234,"41,936",0.008,42.10,Cherokee, Kansas,-0.50
"2,639.000",0.069,0.923,0.000,0.006,0.000,0.000,0.000,0.001,1.000,0.269,"42,802",0.038,46.10,Cheyenne, Kansas,-0.67
"2,006.000",0.036,0.889,0.006,0.003,0.018,0.000,0.000,0.047,1.096,0.352,"52,500",0.024,47.70,Clark, Kansas,-0.71
"8,030.000",0.027,0.936,0.010,0.010,0.006,0.000,0.000,0.011,1.000,0.424,"47,880",0.013,44.10,Clay, Kansas,-0.55
"8,831.000",0.034,0.926,0.015,0.003,0.001,0.000,0.001,0.020,1.008,0.200,"48,295",0.015,39.80,Cloud, Kansas,-0.54
"8,218.000",0.029,0.931,0.009,0.002,0.006,0.000,0.000,0.023,1.024,0.241,"59,405",0.009,44.90,Coffey, Kansas,-0.55
"1,759.000",0.047,0.926,0.000,0.000,0.000,0.000,0.000,0.027,0.980,0.179,"48,125",0.009,50.70,Comanche, Kansas,-0.69
"35,090.000",0.111,0.791,0.024,0.014,0.019,0.000,0.000,0.042,1.008,0.180,"50,786",0.035,38.70,Cowley, Kansas,-0.38
"38,874.000",0.059,0.861,0.021,0.003,0.019,0.000,0.002,0.034,1.016,0.331,"42,615",0.031,33.60,Crawford, Kansas,-0.23
"2,826.000",0.033,0.953,0.004,0.005,0.004,0.000,0.000,0.001,0.996,0.265,"44,125",0.020,50.60,Decatur, Kansas,-0.70
"18,614.000",0.049,0.904,0.012,0.005,0.008,0.000,0.000,0.022,1.004,0.311,"53,864",0.018,41.50,Dickinson, Kansas,-0.54
"7,616.000",0.028,0.898,0.049,0.002,0.001,0.000,0.000,0.021,1.028,0.169,"51,953",0.011,41.80,Doniphan, Kansas,-0.62
"121,304.000",0.064,0.776,0.040,0.018,0.052,0.000,0.006,0.044,0.988,0.512,"61,020",0.069,30.20,Douglas, Kansas,0.39
"2,822.000",0.207,0.758,0.004,0.006,0.009,0.000,0.000,0.015,1.004,0.332,"50,028",0.088,44.90,Edwards, Kansas,-0.61
"2,502.000",0.045,0.890,0.001,0.016,0.004,0.000,0.008,0.036,0.980,0.068,"42,564",0.006,52.30,Elk, Kansas,-0.69
"28,747.000",0.060,0.892,0.009,0.002,0.017,0.002,0.001,0.018,0.976,0.440,"57,053",0.033,33.20,Ellis, Kansas,-0.44
"6,176.000",0.064,0.854,0.029,0.009,0.011,0.000,0.001,0.032,1.336,0.232,"56,306",0.018,43.60,Ellsworth, Kansas,-0.53
"36,451.000",0.501,0.407,0.031,0.002,0.038,0.000,0.000,0.020,1.070,0.180,"60,498",0.213,31.70,Finney, Kansas,-0.25
"33,718.000",0.552,0.396,0.019,0.002,0.013,0.001,0.001,0.017,1.088,0.160,"53,743",0.241,32.50,Ford, Kansas,-0.32
"25,643.000",0.044,0.907,0.006,0.002,0.004,0.000,0.002,0.036,1.016,0.174,"55,873",0.020,40,Franklin, Kansas,-0.38
"33,309.000",0.167,0.554,0.173,0.006,0.027,0.009,0.002,0.062,1.151,0.209,"52,019",0.077,26.60,Geary, Kansas,-0.14
"2,650.000",0.022,0.939,0.003,0.000,0.004,0.000,0.003,0.029,1.037,0.137,"53,906",0.011,44.70,Gove, Kansas,-0.76
"2,464.000",0.033,0.882,0.051,0.000,0.004,0.000,0.000,0.029,0.880,0.300,"40,890",0.008,49.30,Graham, Kansas,-0.64
"7,324.000",0.481,0.499,0.000,0.000,0.011,0.000,0.000,0.009,1.088,0.220,"60,625",0.158,32.50,Grant, Kansas,-0.57
"6,020.000",0.161,0.816,0.000,0.002,0.004,0.003,0.000,0.014,1.024,0.184,"70,457",0.100,36.10,Gray, Kansas,-0.69
"1,156.000",0.233,0.766,0.000,0.000,0.000,0.000,0.000,0.002,0.859,0.320,"53,750",0.100,40.30,Greeley, Kansas,-0.73
"6,010.000",0.040,0.916,0.002,0.003,0.004,0.000,0.000,0.034,1.045,0.190,"43,320",0.009,48.60,Greenwood, Kansas,-0.61
"2,552.000",0.370,0.594,0.020,0.000,0.000,0.000,0.001,0.016,1.119,0.046,"44,894",0.204,36.20,Hamilton, Kansas,-0.65
"5,506.000",0.062,0.899,0.002,0.014,0.005,0.003,0.000,0.016,1.016,0.204,"49,283",0.019,42.50,Harper, Kansas,-0.64
"34,434.000",0.122,0.819,0.014,0.002,0.007,0.002,0.000,0.034,0.988,0.300,"58,782",0.037,39.20,Harvey, Kansas,-0.20
"3,990.000",0.310,0.664,0.000,0.010,0.001,0.000,0.000,0.015,0.957,0.076,"54,638",0.216,36.90,Haskell, Kansas,-0.61
"1,872.000",0.093,0.877,0.001,0.002,0.000,0.000,0.000,0.026,0.980,0.213,"60,703",0.034,48.70,Hodgeman, Kansas,-0.69
"13,249.000",0.050,0.834,0.001,0.073,0.003,0.001,0.002,0.035,0.996,0.200,"59,686",0.014,40.90,Jackson, Kansas,-0.40
"18,974.000",0.029,0.934,0.007,0.007,0.000,0.000,0.001,0.023,1.016,0.276,"67,429",0.006,43.90,Jefferson, Kansas,-0.32
"2,854.000",0.024,0.939,0.004,0.007,0.002,0.002,0.001,0.021,1.033,0.196,"38,188",0.016,52.80,Jewell, Kansas,-0.72
"597,574.000",0.078,0.793,0.046,0.002,0.052,0.000,0.002,0.027,0.965,0.581,"91,650",0.090,37.80,Johnson, Kansas,0.08
"3,863.000",0.317,0.659,0.013,0.000,0.002,0.000,0.000,0.009,0.876,0.195,"46,464",0.112,35.50,Kearny, Kansas,-0.62
"7,173.000",0.037,0.930,0.006,0.001,0.002,0.000,0.001,0.025,0.996,0.252,"57,304",0.012,45.60,Kingman, Kansas,-0.60
"2,483.000",0.060,0.885,0.008,0.009,0.010,0.000,0.000,0.027,0.949,0.309,"53,107",0.017,41.30,Kiowa, Kansas,-0.71
"19,938.000",0.047,0.851,0.045,0.008,0.001,0.000,0.000,0.047,0.976,0.191,"47,922",0.009,41.20,Labette, Kansas,-0.36
"1,523.000",0.104,0.865,0.000,0.009,0.016,0.002,0.000,0.005,1.012,0.237,"41,318",0.043,44.40,Lane, Kansas,-0.72
"81,499.000",0.071,0.785,0.081,0.005,0.015,0.001,0.002,0.040,1.146,0.322,"76,307",0.028,37.90,Leavenworth, Kansas,-0.21
"3,013.000",0.022,0.935,0.003,0.000,0.000,0.000,0.000,0.040,1.024,0.336,"46,523",0.002,45.90,Lincoln, Kansas,-0.64
"9,687.000",0.029,0.933,0.003,0.002,0.018,0.004,0.000,0.013,1.024,0.132,"48,325",0.008,44.50,Linn, Kansas,-0.62
"2,789.000",0.061,0.902,0.001,0.014,0.000,0.000,0.000,0.022,1.053,0.226,"51,136",0.022,39.70,Logan, Kansas,-0.73
"33,237.000",0.215,0.709,0.021,0.004,0.020,0.000,0.000,0.029,0.938,0.387,"50,141",0.100,33.80,Lyon, Kansas,-0.11
"28,557.000",0.043,0.911,0.015,0.002,0.007,0.000,0.000,0.020,0.969,0.307,"59,928",0.021,40.70,McPherson, Kansas,-0.40
"11,865.000",0.038,0.924,0.010,0.003,0.004,0.000,0.000,0.021,1.012,0.262,"50,816",0.009,44.80,Marion, Kansas,-0.48
"9,713.000",0.026,0.944,0.004,0.001,0.004,0.002,0.000,0.020,0.996,0.302,"52,293",0.009,42.80,Marshall, Kansas,-0.48
"4,120.000",0.220,0.740,0.009,0.000,0.009,0.000,0.001,0.020,1.004,0.134,"56,817",0.110,37.30,Meade, Kansas,-0.69
"33,740.000",0.033,0.922,0.011,0.008,0.006,0.000,0.000,0.020,1.012,0.270,"75,635",0.012,42.90,Miami, Kansas,-0.39
"6,053.000",0.025,0.949,0.006,0.007,0.003,0.000,0.000,0.009,1.049,0.303,"47,375",0.011,43.10,Mitchell, Kansas,-0.63
"32,114.000",0.069,0.790,0.053,0.032,0.006,0.001,0.003,0.046,0.996,0.214,"45,288",0.017,40.30,Montgomery, Kansas,-0.50
"5,551.000",0.054,0.911,0.001,0.002,0.006,0.000,0.000,0.026,1.016,0.326,"52,792",0.026,46.70,Morris, Kansas,-0.48
"2,656.000",0.237,0.709,0.001,0.000,0.021,0.000,0.000,0.032,0.912,0.075,"41,866",0.100,39.80,Morton, Kansas,-0.74
"10,109.000",0.022,0.947,0.006,0.006,0.002,0.000,0.000,0.017,1.041,0.391,"61,382",0.008,40.70,Nemaha, Kansas,-0.66
"16,008.000",0.059,0.892,0.013,0.005,0.001,0.000,0.000,0.030,0.942,0.237,"49,493",0.025,40.50,Neosho, Kansas,-0.46
"2,838.000",0.109,0.877,0.004,0.001,0.002,0.000,0.000,0.007,0.996,0.339,"57,222",0.055,49.70,Ness, Kansas,-0.79
"5,416.000",0.053,0.884,0.033,0.005,0.006,0.000,0.001,0.019,1.203,0.168,"48,486",0.022,41.90,Norton, Kansas,-0.68
"15,855.000",0.034,0.931,0.006,0.002,0.002,0.000,0.000,0.025,1.004,0.145,"58,927",0.010,43.60,Osage, Kansas,-0.44
"3,494.000",0.023,0.940,0.009,0.002,0.001,0.000,0.006,0.020,0.996,0.296,"50,774",0.011,46.50,Osborne, Kansas,-0.69
"5,776.000",0.029,0.938,0.007,0.010,0.005,0.000,0.000,0.011,1.066,0.286,"59,607",0.008,42.80,Ottawa, Kansas,-0.66
"6,539.000",0.077,0.840,0.054,0.009,0.002,0.000,0.000,0.018,1.247,0.104,"46,559",0.010,46.20,Pawnee, Kansas,-0.51
"5,297.000",0.035,0.933,0.006,0.004,0.009,0.002,0.001,0.011,1.008,0.381,"51,820",0.014,44.20,Phillips, Kansas,-0.76
"24,203.000",0.052,0.895,0.017,0.007,0.007,0.000,0.001,0.022,0.992,0.405,"70,064",0.019,35.40,Pottawatomie, Kansas,-0.47
"9,324.000",0.071,0.879,0.019,0.002,0.002,0.000,0.001,0.027,1.004,0.176,"54,644",0.021,39,Pratt, Kansas,-0.53
"2,490.000",0.075,0.893,0.006,0.011,0.001,0.000,0.000,0.014,1.088,0.131,"57,281",0.026,48,Rawlins, Kansas,-0.70
"62,421.000",0.097,0.836,0.023,0.007,0.005,0.001,0.002,0.029,1.008,0.213,"51,520",0.025,40.90,Reno, Kansas,-0.34
"4,607.000",0.021,0.948,0.010,0.005,0.003,0.000,0.004,0.009,0.972,0.311,"50,411",0.012,49.50,Republic, Kansas,-0.66
"9,532.000",0.115,0.826,0.019,0.005,0.007,0.002,0.007,0.019,1.024,0.262,"49,688",0.045,39.10,Rice, Kansas,-0.53
"74,059.000",0.084,0.761,0.062,0.003,0.049,0.002,0.002,0.037,1.119,0.477,"51,098",0.073,25.40,Riley, Kansas,0.05
"4,985.000",0.026,0.939,0.018,0.001,0.002,0.002,0.002,0.010,0.931,0.327,"51,362",0.007,44.40,Rooks, Kansas,-0.74
"2,953.000",0.030,0.918,0.003,0.000,0.008,0.000,0.001,0.039,1.033,0.259,"46,333",0.008,46.80,Rush, Kansas,-0.63
"6,896.000",0.037,0.919,0.018,0.008,0.000,0.000,0.000,0.018,0.965,0.300,"50,630",0.012,45.30,Russell, Kansas,-0.63
"54,384.000",0.116,0.799,0.027,0.003,0.020,0.000,0.000,0.035,0.992,0.297,"51,830",0.049,39.10,Saline, Kansas,-0.31
"4,893.000",0.185,0.782,0.000,0.001,0.016,0.000,0.006,0.010,1.049,0.273,"55,625",0.098,39.70,Scott, Kansas,-0.73
"515,416.000",0.149,0.675,0.082,0.006,0.042,0.000,0.002,0.044,0.976,0.344,"57,540",0.084,35.50,Sedgwick, Kansas,-0.12
"21,902.000",0.621,0.293,0.039,0.004,0.026,0.000,0.000,0.016,1.105,0.090,"49,395",0.299,29.90,Seward, Kansas,-0.29
"177,293.000",0.126,0.730,0.080,0.007,0.013,0.000,0.007,0.036,0.934,0.304,"58,652",0.039,39.40,Shawnee, Kansas,0.03
"2,515.000",0.055,0.924,0.008,0.006,0.000,0.000,0.000,0.006,1.028,0.222,"62,105",0.029,43.60,Sheridan, Kansas,-0.79
"5,904.000",0.122,0.835,0.004,0.005,0.013,0.000,0.000,0.022,1.024,0.267,"57,005",0.030,39.70,Sherman, Kansas,-0.69
"3,594.000",0.025,0.942,0.003,0.004,0.008,0.000,0.000,0.018,0.984,0.211,"42,098",0.008,51.40,Smith, Kansas,-0.67
"4,125.000",0.133,0.833,0.001,0.007,0.001,0.000,0.000,0.025,1.083,0.268,"51,857",0.056,44.20,Stafford, Kansas,-0.63
"2,030.000",0.365,0.588,0.000,0.002,0.000,0.000,0.000,0.045,1.037,0.103,"57,741",0.129,36.90,Stanton, Kansas,-0.60
"5,498.000",0.368,0.613,0.006,0.000,0.000,0.000,0.000,0.013,1.075,0.159,"59,044",0.109,35.40,Stevens, Kansas,-0.75
"22,928.000",0.056,0.892,0.007,0.011,0.005,0.000,0.000,0.028,1.024,0.276,"53,578",0.012,42.10,Sumner, Kansas,-0.50
"7,748.000",0.070,0.892,0.022,0.000,0.005,0.000,0.000,0.011,0.946,0.181,"68,313",0.047,36.70,Thomas, Kansas,-0.66
"2,802.000",0.024,0.970,0.001,0.001,0.000,0.000,0.000,0.004,1.008,0.245,"59,420",0.005,47,Trego, Kansas,-0.69
"6,877.000",0.041,0.920,0.006,0.004,0.006,0.000,0.000,0.022,1.041,0.347,"65,742",0.011,44.30,Wabaunsee, Kansas,-0.48
"1,583.000",0.059,0.898,0.003,0.000,0.006,0.000,0.000,0.034,0.996,0.426,"49,632",0.037,42,Wallace, Kansas,-0.88
"5,474.000",0.039,0.936,0.001,0.006,0.002,0.000,0.000,0.017,1.075,0.296,"52,172",0.036,45.80,Washington, Kansas,-0.65
"2,112.000",0.293,0.681,0.010,0.001,0.011,0.000,0.000,0.004,0.927,0.415,"58,299",0.104,41.50,Wichita, Kansas,-0.68
"8,600.000",0.034,0.917,0.007,0.002,0.000,0.001,0.001,0.037,0.969,0.216,"49,682",0.007,43.60,Wilson, Kansas,-0.61
"3,117.000",0.004,0.925,0.002,0.017,0.000,0.000,0.000,0.053,1.114,0.325,"42,692",0.002,51,Woodson, Kansas,-0.60
"165,447.000",0.292,0.401,0.210,0.003,0.048,0.002,0.006,0.038,0.988,0.251,"48,093",0.165,33.90,Wyandotte, Kansas,0.31
"19,366.000",0.021,0.925,0.028,0.000,0.004,0.000,0.001,0.021,0.988,0.173,"43,026",0.019,40.40,Adair, Kentucky,-0.67
"21,065.000",0.021,0.950,0.006,0.000,0.001,0.000,0.001,0.021,0.984,0.187,"44,180",0.014,39.90,Allen, Kentucky,-0.63
"22,580.000",0.019,0.933,0.030,0.000,0.003,0.000,0.000,0.015,0.965,0.183,"54,413",0.011,41.70,Anderson, Kentucky,-0.48
"7,914.000",0.014,0.923,0.049,0.001,0.003,0.000,0.000,0.011,0.992,0.256,"45,517",0.011,44,Ballard, Kentucky,-0.60
"44,026.000",0.033,0.901,0.034,0.001,0.004,0.000,0.001,0.026,0.927,0.174,"41,674",0.018,40.40,Barren, Kentucky,-0.48
"12,421.000",0.017,0.951,0.013,0.001,0.004,0.000,0.000,0.015,0.992,0.139,"44,893",0.005,40.70,Bath, Kentucky,-0.43
"26,426.000",0.012,0.941,0.025,0.002,0.000,0.000,0.002,0.018,0.965,0.083,"28,442",0.002,41.20,Bell, Kentucky,-0.63
"132,368.000",0.043,0.871,0.033,0.001,0.024,0.000,0.004,0.025,0.984,0.311,"82,838",0.054,38,Boone, Kentucky,-0.36
"19,998.000",0.069,0.849,0.065,0.000,0.002,0.000,0.002,0.014,0.961,0.267,"47,024",0.047,41.80,Bourbon, Kentucky,-0.30
"47,361.000",0.019,0.927,0.020,0.001,0.003,0.000,0.003,0.027,0.996,0.219,"51,019",0.012,42.10,Boyd, Kentucky,-0.33
"30,090.000",0.033,0.849,0.080,0.003,0.008,0.000,0.006,0.021,1.000,0.258,"51,562",0.023,40.10,Boyle, Kentucky,-0.25
"8,308.000",0.006,0.959,0.010,0.002,0.010,0.000,0.000,0.014,1.020,0.110,"60,053",0.003,41.70,Bracken, Kentucky,-0.61
"12,802.000",0.012,0.965,0.014,0.001,0.003,0.000,0.000,0.004,1.008,0.122,"29,538",0.004,42.30,Breathitt, Kentucky,-0.52
"20,283.000",0.016,0.940,0.017,0.001,0.003,0.000,0.001,0.021,0.996,0.234,"47,236",0.006,42.40,Breckinridge, Kentucky,-0.52
"80,921.000",0.022,0.940,0.010,0.001,0.007,0.000,0.001,0.018,0.996,0.175,"65,531",0.016,40.80,Bullitt, Kentucky,-0.48
"12,756.000",0.034,0.946,0.004,0.001,0.003,0.000,0.000,0.012,1.004,0.245,"45,955",0.019,41.30,Butler, Kentucky,-0.63
"12,679.000",0.017,0.908,0.073,0.000,0.000,0.000,0.000,0.002,0.949,0.152,"48,281",0.017,42.90,Caldwell, Kentucky,-0.54
"38,991.000",0.028,0.895,0.035,0.002,0.012,0.002,0.001,0.026,0.942,0.402,"41,841",0.037,36.30,Calloway, Kentucky,-0.32
"93,608.000",0.021,0.920,0.030,0.001,0.010,0.000,0.001,0.016,0.957,0.511,"63,152",0.021,38.10,Campbell, Kentucky,-0.19
"4,738.000",0.024,0.934,0.013,0.005,0.008,0.000,0.000,0.017,0.996,0.177,"41,222",0.012,42.30,Carlisle, Kentucky,-0.64
"10,691.000",0.067,0.885,0.029,0.000,0.005,0.000,0.000,0.014,1.053,0.056,"41,014",0.013,38.70,Carroll, Kentucky,-0.44
"26,976.000",0.011,0.961,0.004,0.003,0.000,0.000,0.001,0.020,0.984,0.096,"39,492",0.006,41.60,Carter, Kentucky,-0.53
"15,968.000",0.029,0.946,0.008,0.006,0.002,0.000,0.000,0.009,0.934,0.142,"33,004",0.011,42.60,Casey, Kentucky,-0.73
"71,470.000",0.081,0.651,0.206,0.003,0.017,0.003,0.003,0.036,1.119,0.156,"44,279",0.030,28.30,Christian, Kentucky,-0.28
"36,152.000",0.031,0.896,0.044,0.001,0.006,0.000,0.001,0.020,0.934,0.216,"54,871",0.018,42.30,Clark, Kentucky,-0.32
"20,110.000",0.013,0.913,0.047,0.001,0.000,0.000,0.001,0.024,1.110,0.077,"27,479",0.007,40,Clay, Kentucky,-0.77
"10,175.000",0.029,0.949,0.003,0.000,0.001,0.000,0.000,0.017,1.004,0.109,"33,092",0.014,42.80,Clinton, Kentucky,-0.75
"8,940.000",0.014,0.960,0.006,0.003,0.002,0.000,0.001,0.013,1.028,0.138,"46,354",0.009,43.50,Crittenden, Kentucky,-0.64
"6,660.000",0.014,0.923,0.024,0.000,0.007,0.000,0.015,0.017,0.942,0.105,"35,030",0.010,46.10,Cumberland, Kentucky,-0.68
"101,001.000",0.033,0.874,0.046,0.002,0.018,0.000,0.004,0.023,0.953,0.299,"54,881",0.031,38.90,Daviess, Kentucky,-0.28
"12,195.000",0.014,0.948,0.017,0.001,0.001,0.000,0.000,0.018,1.000,0.117,"44,229",0.003,44,Edmonson, Kentucky,-0.59
"7,461.000",0.009,0.954,0.035,0.000,0.000,0.000,0.000,0.001,1.288,0.064,"36,950",0.003,42.40,Elliott, Kentucky,-0.51
"14,187.000",0.012,0.968,0.001,0.004,0.001,0.000,0.000,0.015,0.961,0.101,"32,800",0.009,44.30,Estill, Kentucky,-0.57
"322,200.000",0.072,0.703,0.145,0.001,0.040,0.000,0.006,0.033,0.961,0.499,"58,954",0.100,34.80,Fayette, Kentucky,0.21
"14,519.000",0.008,0.957,0.022,0.002,0.006,0.000,0.001,0.004,0.969,0.169,"42,087",0.010,41.80,Fleming, Kentucky,-0.57
"35,931.000",0.009,0.970,0.010,0.000,0.003,0.000,0.000,0.008,0.957,0.141,"35,096",0.004,42.60,Floyd, Kentucky,-0.51
"50,744.000",0.036,0.814,0.097,0.000,0.019,0.001,0.001,0.032,0.938,0.351,"59,056",0.042,40.40,Franklin, Kentucky,-0.01
"6,064.000",0.017,0.706,0.228,0.013,0.001,0.000,0.001,0.035,0.996,0.122,"31,587",0.006,42.70,Fulton, Kentucky,-0.34
"8,760.000",0.052,0.895,0.020,0.000,0.001,0.000,0.002,0.029,1.058,0.073,"55,113",0.024,38.50,Gallatin, Kentucky,-0.55
"17,554.000",0.022,0.939,0.021,0.002,0.001,0.000,0.000,0.015,0.957,0.235,"55,369",0.026,43.50,Garrard, Kentucky,-0.57
"25,107.000",0.029,0.933,0.006,0.002,0.002,0.000,0.000,0.028,0.972,0.122,"56,746",0.013,36.80,Grant, Kentucky,-0.59
"37,125.000",0.069,0.862,0.036,0.001,0.005,0.003,0.000,0.023,0.957,0.243,"45,614",0.028,39.60,Graves, Kentucky,-0.57
"26,313.000",0.014,0.957,0.007,0.004,0.007,0.000,0.001,0.010,0.984,0.111,"38,262",0.012,40.80,Grayson, Kentucky,-0.59
"11,000.000",0.017,0.942,0.018,0.008,0.000,0.000,0.000,0.016,0.972,0.175,"33,846",0.011,43.80,Green, Kentucky,-0.67
"35,359.000",0.011,0.961,0.009,0.001,0.005,0.000,0.000,0.013,0.949,0.147,"52,337",0.009,43.50,Greenup, Kentucky,-0.45
"8,748.000",0.005,0.952,0.007,0.001,0.006,0.000,0.000,0.029,1.053,0.176,"56,265",0.011,40.50,Hancock, Kentucky,-0.39
"109,627.000",0.058,0.757,0.115,0.001,0.019,0.003,0.003,0.043,0.988,0.193,"57,101",0.040,37,Hardin, Kentucky,-0.24
"26,307.000",0.010,0.949,0.020,0.000,0.003,0.000,0.001,0.017,0.927,0.087,"28,261",0.006,41.30,Harlan, Kentucky,-0.72
"18,763.000",0.024,0.937,0.022,0.000,0.000,0.000,0.000,0.016,0.949,0.191,"50,270",0.010,42.70,Harrison, Kentucky,-0.44
"18,833.000",0.019,0.915,0.046,0.002,0.005,0.000,0.000,0.014,1.000,0.094,"39,834",0.009,40.50,Hart, Kentucky,-0.53
"45,550.000",0.026,0.856,0.074,0.002,0.003,0.000,0.002,0.036,0.934,0.184,"50,471",0.013,41.10,Henderson, Kentucky,-0.25
"15,999.000",0.034,0.911,0.027,0.000,0.006,0.002,0.000,0.022,0.980,0.075,"52,550",0.019,41.60,Henry, Kentucky,-0.46
"4,461.000",0.021,0.860,0.088,0.011,0.002,0.000,0.000,0.018,0.931,0.390,"44,063",0.015,46.40,Hickman, Kentucky,-0.57
"45,044.000",0.022,0.882,0.066,0.002,0.007,0.000,0.000,0.021,0.949,0.207,"47,014",0.013,41.50,Hopkins, Kentucky,-0.48
"13,368.000",0.002,0.979,0.003,0.000,0.000,0.000,0.000,0.017,0.980,0.019,"31,515",0.000,40.90,Jackson, Kentucky,-0.79
"768,419.000",0.057,0.666,0.216,0.001,0.029,0.001,0.004,0.026,0.934,0.401,"58,196",0.081,38.40,Jefferson, Kentucky,0.20
